PF,num_test,modelDL,modelET,blast,hmm,protenn
PF03105,36,0.0,0.0,0.33333333333333337,0.5,0.0
PF03125,3,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337
PF02118,8,0.0,0.0,0.25,0.0,0.0
PF16969,1,0.0,0.0,0.0,0.0,0.0
PF07179,5,0.0,0.0,0.0,0.0,0.0
PF04888,4,0.0,0.0,0.0,1.0,0.0
PF00474,2,0.0,0.0,0.0,0.0,0.0
PF04386,29,0.0,0.0,0.6551724137931034,0.1724137931034483,1.0
PF01852,3,0.0,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.0
PF01740,5,0.0,0.0,0.6,0.4,0.0
PF17235,7,0.1428571428571429,0.1428571428571429,0.1428571428571429,0.0,0.5714285714285714
PF01657,2,0.0,0.0,0.0,0.0,0.0
PF02516,2,0.0,1.0,0.0,0.5,1.0
PF03481,1,0.0,0.0,0.0,1.0,0.0
PF06999,20,0.0,0.0,0.0,0.050000000000000044,0.0
PF05076,4,0.0,0.0,0.0,0.0,0.0
PF00083,3,0.33333333333333337,0.6666666666666667,0.0,0.33333333333333337,0.33333333333333337
PF14433,7,0.0,0.2857142857142857,0.0,0.0,0.1428571428571429
PF14435,6,0.0,0.0,1.0,0.0,0.0
PF14567,6,1.0,0.8333333333333334,1.0,0.5,0.0
PF14568,10,1.0,0.6,0.8,0.7,0.0
PF00884,7,0.1428571428571429,0.0,0.4285714285714286,0.4285714285714286,0.0
PF00685,6,1.0,0.5,1.0,1.0,1.0
PF03567,12,0.0,0.0,0.8333333333333334,0.08333333333333337,0.0
PF13469,6,0.0,0.0,0.0,0.8333333333333334,0.0
PF04143,5,0.0,0.0,0.0,0.6,0.0
PF06687,4,0.0,0.5,0.25,0.5,0.0
PF13624,1,1.0,1.0,1.0,1.0,0.0
PF02104,3,0.0,0.0,0.0,0.0,0.0
PF05477,3,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337
PF14322,3,0.0,0.0,0.0,0.6666666666666667,0.0
PF07980,10,0.0,0.0,0.0,0.4,0.0
PF16411,8,0.0,0.0,0.875,0.125,0.0
PF12295,1,1.0,1.0,0.0,1.0,0.0
PF14523,5,0.0,0.0,0.8,0.6,0.0
PF18159,1,0.0,0.0,0.0,0.0,0.0
PF05124,1,0.0,0.0,0.0,1.0,0.0
PF11356,1,0.0,0.0,1.0,1.0,0.0
PF00437,5,0.0,0.0,0.0,0.8,0.4
PF05157,7,0.0,0.0,0.1428571428571429,0.0,0.0
PF00482,13,0.0,0.0,0.3076923076923077,0.46153846153846156,0.07692307692307687
PF11612,2,0.0,0.0,0.0,0.0,0.0
PF05134,1,0.0,0.0,0.0,0.0,1.0
PF04612,2,0.0,0.0,0.0,0.0,0.0
PF10741,2,0.0,0.0,0.5,0.0,0.0
PF01203,3,0.0,0.0,0.0,0.0,0.0
PF12608,1,1.0,0.0,1.0,0.0,1.0
PF07996,6,0.0,0.0,0.16666666666666663,0.5,0.0
PF02534,1,1.0,1.0,0.0,1.0,1.0
PF12322,1,0.0,0.0,0.0,0.0,0.0
PF11091,1,0.0,0.0,0.0,1.0,0.0
PF10544,1,0.0,0.0,0.0,0.0,0.0
PF05947,3,0.0,0.0,0.6666666666666667,0.6666666666666667,1.0
PF06996,2,0.0,0.0,0.0,0.0,0.0
PF10824,1,0.0,1.0,1.0,0.0,0.0
PF14517,2,1.0,0.0,0.5,0.5,0.5
PF18551,1,0.0,0.0,0.0,1.0,0.0
PF09977,2,0.0,0.0,1.0,1.0,0.0
PF14929,6,0.0,0.0,1.0,0.5,0.16666666666666663
PF05236,12,0.0,0.0,0.08333333333333337,0.41666666666666663,0.0
PF09684,1,0.0,0.0,0.0,1.0,0.0
PF11640,2,1.0,0.5,1.0,0.0,0.0
PF04177,1,0.0,0.0,0.0,0.0,0.0
PF12950,2,0.0,0.0,0.5,0.0,0.0
PF02203,9,0.2222222222222222,0.0,0.5555555555555556,0.0,0.11111111111111116
PF18674,2,0.0,0.0,0.5,0.5,0.0
PF00902,2,0.0,0.0,0.0,0.0,0.0
PF01026,5,0.0,0.0,0.4,0.6,0.0
PF09734,1,0.0,0.0,0.0,0.0,0.0
PF02668,17,0.0,0.0,0.0,0.4117647058823529,0.0
PF01925,27,0.0,0.0,0.0,0.14814814814814814,0.0
PF01361,1,0.0,0.0,0.0,0.0,0.0
PF09728,1,0.0,0.0,0.0,1.0,0.0
PF14541,2,0.0,1.0,0.5,1.0,0.0
PF16752,2,0.0,0.0,1.0,0.0,0.0
PF18394,1,0.0,0.0,0.0,0.0,0.0
PF04910,3,0.0,0.0,0.0,0.0,0.0
PF03634,7,0.0,0.0,0.0,0.1428571428571429,0.5714285714285714
PF05794,35,0.0,0.0,0.0,0.19999999999999996,0.02857142857142858
PF12648,3,0.0,0.0,0.33333333333333337,0.0,0.0
PF10671,3,0.0,0.0,0.0,0.0,0.0
PF01970,21,0.0,0.0,0.0,0.04761904761904767,0.0
PF07331,40,0.0,0.0,0.0,0.575,0.0
PF08341,3,0.0,0.0,0.33333333333333337,0.6666666666666667,0.0
PF03148,1,0.0,0.0,0.0,0.0,0.0
PF05816,17,0.0,0.0,0.0,0.05882352941176472,0.05882352941176472
PF03070,4,1.0,1.0,1.0,0.5,1.0
PF05099,5,0.0,0.0,0.4,0.19999999999999996,0.0
PF15615,4,0.0,0.0,1.0,0.0,0.5
PF13208,4,0.0,0.25,0.75,0.0,1.0
PF03354,1,1.0,0.0,0.0,1.0,1.0
PF05119,1,0.0,0.0,0.0,0.0,0.0
PF03237,2,0.0,1.0,1.0,1.0,0.5
PF17289,2,0.0,1.0,1.0,1.0,1.0
PF13972,6,0.0,0.0,0.0,0.16666666666666663,0.0
PF00335,21,0.0,0.0,0.33333333333333337,0.5238095238095238,0.0
PF02909,2,0.0,0.0,0.0,0.0,0.0
PF17918,5,0.0,0.8,0.19999999999999996,0.0,0.0
PF17924,9,0.0,0.0,0.11111111111111116,0.0,0.0
PF17928,4,1.0,0.0,1.0,0.75,0.25
PF17931,9,0.0,0.0,0.11111111111111116,0.0,0.0
PF17938,1,0.0,0.0,1.0,1.0,0.0
PF17939,5,0.0,0.0,0.4,0.19999999999999996,0.0
PF09209,8,0.0,0.0,0.5,0.0,0.125
PF17929,1,0.0,0.0,1.0,0.0,0.0
PF08360,1,1.0,1.0,1.0,1.0,1.0
PF13977,1,1.0,0.0,1.0,0.0,0.0
PF14278,11,0.0,0.0,0.09090909090909094,0.18181818181818177,0.0
PF12851,2,1.0,0.0,1.0,0.5,1.0
PF12612,1,0.0,1.0,0.0,0.0,0.0
PF03153,17,0.0,0.0,0.0,0.2941176470588235,0.0
PF05793,1,0.0,0.0,0.0,0.0,0.0
PF17683,1,0.0,0.0,0.0,0.0,0.0
PF12657,7,0.0,0.0,0.0,0.1428571428571429,0.0
PF04253,1,0.0,1.0,0.0,0.0,0.0
PF00688,5,0.0,0.0,0.19999999999999996,0.0,0.0
PF00899,2,0.0,0.0,0.0,0.5,0.0
PF00108,2,0.0,0.0,1.0,0.0,1.0
PF13098,10,0.7,0.30000000000000004,0.8,0.9,0.09999999999999998
PF13462,5,0.0,0.19999999999999996,0.0,0.19999999999999996,0.0
PF13848,8,0.0,0.0,0.5,0.5,0.0
PF13899,5,0.0,1.0,1.0,0.6,0.0
PF13905,6,0.5,0.0,1.0,0.33333333333333337,0.16666666666666663
PF05615,7,0.8571428571428572,0.1428571428571429,1.0,1.0,1.0
PF15440,6,0.0,0.0,0.0,0.0,0.0
PF06738,2,0.0,0.0,0.0,0.0,0.0
PF12821,1,0.0,0.0,1.0,1.0,0.0
PF00585,2,0.0,0.0,1.0,0.0,1.0
PF06283,30,0.0,0.0,0.33333333333333337,0.033333333333333326,0.0
PF02926,3,0.0,0.0,0.6666666666666667,0.0,0.33333333333333337
PF02511,1,0.0,0.0,0.0,0.0,0.0
PF02223,2,0.0,0.5,0.0,1.0,0.0
PF16166,2,0.0,0.0,0.5,0.0,0.0
PF01833,1,0.0,0.0,1.0,0.0,0.0
PF04280,3,0.0,0.0,0.0,0.0,0.0
PF07739,2,0.0,0.0,0.5,0.5,0.0
PF01582,3,1.0,0.0,1.0,0.33333333333333337,1.0
PF13676,2,0.0,0.0,0.0,0.5,0.0
PF18426,3,0.0,0.0,0.0,0.0,0.0
PF18443,3,0.0,0.0,0.33333333333333337,0.33333333333333337,0.0
PF00429,1,1.0,1.0,1.0,1.0,0.0
PF10149,1,0.0,0.0,0.0,0.0,0.0
PF14992,2,1.0,0.0,0.0,0.0,0.0
PF14995,3,0.0,0.0,0.0,0.0,0.0
PF15009,5,0.6,0.19999999999999996,0.0,0.0,0.19999999999999996
PF14802,1,0.0,0.0,0.0,1.0,0.0
PF14640,1,0.0,0.0,1.0,0.0,1.0
PF15383,2,0.0,0.0,0.0,0.0,0.0
PF07787,2,0.0,0.0,0.0,0.0,0.0
PF10269,3,0.0,0.0,0.33333333333333337,0.0,0.0
PF10272,3,0.0,0.0,0.0,0.0,0.0
PF00721,2,1.0,0.5,0.5,0.5,0.5
PF00229,3,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.0
PF06527,15,0.0,0.0,0.19999999999999996,0.5333333333333333,0.0
PF15978,2,0.0,0.0,0.0,1.0,0.0
PF12857,1,0.0,0.0,1.0,1.0,1.0
PF15869,1,0.0,0.0,1.0,0.0,0.0
PF04052,1,0.0,0.0,0.0,1.0,0.0
PF03349,1,0.0,0.0,0.0,1.0,0.0
PF00593,14,0.0,0.0,0.0,0.2142857142857143,0.0
PF01028,3,0.0,0.0,0.0,0.0,1.0
PF05518,2,1.0,0.0,0.0,0.0,1.0
PF15638,1,1.0,1.0,1.0,1.0,1.0
PF15653,2,1.0,1.0,1.0,0.0,1.0
PF12642,6,0.0,0.0,0.16666666666666663,0.16666666666666663,0.0
PF13868,29,0.0,0.0,0.28,0.0,0.0
PF04536,1,0.0,0.0,0.0,0.0,0.0
PF10341,8,0.25,0.0,1.0,0.25,0.0
PF02776,3,0.0,0.0,0.0,0.0,0.33333333333333337
PF13424,11,0.5454545454545454,0.0,0.9090909090909091,0.9090909090909091,0.0
PF13428,3,0.0,0.6666666666666667,1.0,0.6666666666666667,0.0
PF13432,11,0.7272727272727273,0.36363636363636365,1.0,0.8181818181818181,0.0
PF14559,4,0.75,0.75,1.0,0.5,0.0
PF13181,1,0.0,1.0,1.0,1.0,1.0
PF17874,4,0.5,0.0,0.0,0.25,0.0
PF00590,13,0.0,0.0,0.15384615384615385,0.23076923076923073,0.0
PF01963,15,0.4,0.0,0.8666666666666667,0.06666666666666665,0.8
PF11130,13,0.0,0.0,0.0,0.0,0.0
PF12615,1,0.0,0.0,1.0,1.0,1.0
PF13729,6,0.0,0.0,0.5,0.16666666666666663,0.33333333333333337
PF07916,2,0.0,0.0,0.0,0.5,0.0
PF06122,4,0.0,0.0,0.0,0.0,0.0
PF06586,7,0.0,0.0,0.1428571428571429,0.0,0.0
PF03798,24,0.0,0.0,0.08333333333333337,0.08333333333333337,0.0
PF02458,2,0.0,0.0,0.0,0.0,0.5
PF00927,2,0.0,0.0,1.0,0.5,1.0
PF13369,2,0.0,0.0,0.0,0.5,0.0
PF13471,2,0.5,1.0,0.5,0.5,0.0
PF02779,9,0.5555555555555556,0.0,0.7777777777777778,0.0,0.5555555555555556
PF02133,3,1.0,0.6666666666666667,0.0,0.0,0.33333333333333337
PF04051,56,0.0,0.0,0.0892857142857143,0.0535714285714286,0.0
PF12584,1,1.0,1.0,1.0,1.0,1.0
PF06834,13,0.0,0.15384615384615385,0.8461538461538461,0.07692307692307687,0.07692307692307687
PF09676,4,0.0,0.0,0.0,0.0,0.0
PF04956,1,0.0,0.0,1.0,0.0,0.0
PF03743,25,0.0,0.0,0.92,0.12,0.0
PF04610,7,0.0,0.0,0.0,0.0,0.0
PF13705,6,0.0,0.0,0.0,0.0,0.0
PF08558,2,1.0,1.0,1.0,1.0,1.0
PF05697,2,0.0,0.0,0.0,0.0,0.0
PF02080,4,0.0,0.0,0.25,0.0,0.0
PF02386,2,0.0,0.0,0.0,0.0,1.0
PF00579,8,0.0,0.0,0.25,0.0,0.875
PF00749,4,1.0,0.0,0.0,0.0,0.5
PF00587,1,0.0,0.0,1.0,1.0,0.0
PF13393,1,0.0,0.0,1.0,1.0,0.0
PF01336,1,0.0,1.0,1.0,1.0,0.0
PF12869,2,0.0,0.0,0.5,0.0,0.5
PF01746,3,1.0,0.0,1.0,0.0,1.0
PF13735,1,0.0,0.0,0.0,0.0,0.0
PF00992,8,0.125,0.0,1.0,0.0,1.0
PF05731,5,1.0,0.19999999999999996,1.0,0.0,1.0
PF06011,2,0.0,0.0,0.0,0.0,0.5
PF11991,3,0.0,0.0,0.0,0.0,0.0
PF04820,1,0.0,1.0,0.0,1.0,1.0
PF14558,2,0.0,0.0,1.0,1.0,1.0
PF12735,9,0.0,0.0,0.0,0.2222222222222222,0.0
PF00913,5,0.0,0.0,0.0,0.19999999999999996,0.0
PF00089,3,1.0,0.33333333333333337,1.0,1.0,1.0
PF13365,6,0.0,0.0,0.4,0.5,0.0
PF17804,3,0.0,0.0,0.0,0.0,0.0
PF17561,7,0.0,0.0,0.5714285714285714,0.1428571428571429,0.0
PF17643,5,0.0,0.0,0.0,0.0,0.0
PF10521,5,0.0,0.0,0.0,0.0,0.0
PF03133,4,0.0,0.0,0.0,0.25,0.25
PF00091,13,0.9230769230769231,0.0,0.3076923076923077,0.15384615384615385,0.3846153846153846
PF13809,2,0.0,0.0,0.0,0.5,0.0
PF16322,6,0.0,0.0,0.0,0.16666666666666663,0.0
PF00567,4,0.0,0.0,0.75,0.0,0.0
PF18135,3,0.0,0.0,0.0,0.33333333333333337,0.0
PF06087,15,0.0,0.0,0.0,0.1333333333333333,0.0
PF08449,4,0.5,0.0,0.0,0.25,0.25
PF01040,67,0.0,0.0,0.0,0.28358208955223885,0.0
PF01977,3,0.0,0.0,0.0,0.0,0.0
PF03981,1,0.0,0.0,0.0,0.0,0.0
PF14075,2,0.0,0.0,0.0,0.5,0.0
PF00443,4,0.0,0.0,0.0,0.25,0.0
PF13423,3,1.0,1.0,1.0,0.6666666666666667,0.6666666666666667
PF03167,20,0.0,0.0,1.0,0.09999999999999998,0.050000000000000044
PF10408,4,0.0,0.0,0.0,0.0,0.0
PF05473,1,1.0,1.0,1.0,0.0,1.0
PF05685,7,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286
PF11701,12,0.0,0.0,0.8333333333333334,0.33333333333333337,0.25
PF00021,2,0.0,0.0,0.5,0.5,0.5
PF03661,2,0.0,0.0,0.0,0.5,0.0
PF03695,41,0.0,0.0,0.09756097560975607,0.2195121951219512,0.024390243902439046
PF05728,2,0.0,0.0,0.0,0.0,0.0
PF12640,4,0.0,0.0,0.75,0.0,0.0
PF10595,1,1.0,0.0,0.0,1.0,0.0
PF10561,2,0.0,1.0,0.0,0.0,0.0
PF10441,2,0.0,0.0,0.0,0.5,0.0
PF01730,1,0.0,0.0,0.0,0.0,0.0
PF01014,19,0.10526315789473684,0.0,1.0,0.1578947368421053,0.736842105263158
PF02393,1,0.0,0.0,1.0,0.0,1.0
PF09753,5,0.0,0.0,0.0,0.6,0.0
PF00582,9,0.0,0.0,0.11111111111111116,0.33333333333333337,0.0
PF04615,2,0.0,0.0,0.0,0.0,0.0
PF10395,2,0.0,0.0,1.0,0.0,0.0
PF13361,3,0.0,0.0,0.0,1.0,0.0
PF03224,2,0.0,0.0,0.0,0.0,0.0
PF07686,9,0.7777777777777778,0.0,0.7777777777777778,0.6666666666666667,0.2222222222222222
PF05008,3,0.0,0.0,0.6666666666666667,0.33333333333333337,0.0
PF04892,62,0.0,0.0,0.5,0.5967741935483871,0.0
PF11319,2,0.0,0.0,0.0,1.0,0.0
PF16016,4,0.0,0.0,0.25,0.0,0.25
PF01992,81,0.0,0.0,0.11111111111111116,0.024691358024691357,0.0
PF12632,6,0.0,0.0,0.0,0.0,0.0
PF01044,2,0.0,0.0,0.0,0.0,1.0
PF01771,1,0.0,0.0,0.0,0.0,1.0
PF00729,1,0.0,0.0,0.0,1.0,1.0
PF01443,4,0.0,0.0,0.0,0.5,0.0
PF03225,1,1.0,0.0,1.0,0.0,1.0
PF04335,11,0.0,0.0,0.18181818181818177,0.09090909090909094,0.0
PF03631,10,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0
PF02621,18,0.0,0.0,0.0,0.0,0.05555555555555558
PF01660,2,1.0,1.0,1.0,1.0,1.0
PF03517,5,0.0,0.0,0.0,0.19999999999999996,0.0
PF08700,6,0.16666666666666663,0.0,0.33333333333333337,0.16666666666666663,0.0
PF04129,1,1.0,0.0,0.0,0.0,1.0
PF08774,6,0.6666666666666667,0.0,0.8333333333333334,0.33333333333333337,1.0
PF13206,5,0.0,0.0,0.0,0.0,0.0
PF09359,2,0.0,0.0,0.0,0.5,0.0
PF02592,2,0.0,0.5,0.0,0.0,0.0
PF00092,15,1.0,0.4666666666666667,0.9333333333333333,0.6666666666666667,0.0
PF13519,3,0.0,0.6666666666666667,0.6666666666666667,1.0,0.0
PF13768,1,1.0,0.0,1.0,1.0,0.0
PF07814,5,0.0,0.0,0.19999999999999996,0.19999999999999996,0.0
PF09765,4,0.0,0.0,0.0,0.0,0.0
PF00568,2,1.0,0.0,1.0,0.5,1.0
PF12175,1,1.0,0.0,0.0,1.0,1.0
PF06013,6,0.16666666666666663,0.33333333333333337,0.5,0.5,0.33333333333333337
PF13731,1,0.0,0.0,0.0,0.0,0.0
PF13280,17,0.0,0.0,0.2941176470588235,0.3529411764705882,0.0
PF14524,13,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0
PF04932,13,0.0,0.0,0.46153846153846156,0.23076923076923073,0.0
PF11846,2,0.0,0.0,1.0,0.0,0.0
PF00860,4,0.0,0.0,0.0,0.5,0.0
PF09815,4,0.0,0.0,0.0,0.25,0.25
PF09302,5,0.0,0.0,0.6,0.6,0.0
PF12813,3,0.33333333333333337,0.0,0.33333333333333337,0.6666666666666667,0.6666666666666667
PF08389,3,0.0,0.0,0.6666666666666667,0.0,0.0
PF01797,4,0.0,0.0,0.25,0.25,0.0
PF04986,3,0.0,0.0,0.6666666666666667,0.0,0.0
PF14175,4,0.0,0.0,0.25,0.0,1.0
PF13308,1,0.0,0.0,1.0,0.0,1.0
PF07949,1,0.0,0.0,1.0,0.0,0.0
PF10722,19,0.0,0.0,0.6842105263157895,0.368421052631579,0.0
PF02624,8,0.0,0.0,0.0,0.25,0.0
PF04264,33,0.0,0.0,0.0,0.1515151515151515,0.0
PF14317,7,0.0,0.0,0.1428571428571429,0.0,0.0
PF04794,1,0.0,0.0,0.0,0.0,0.0
PF04307,3,0.0,0.0,0.0,0.0,0.0
PF10938,2,0.0,0.0,0.0,0.0,0.0
PF09586,5,0.0,0.0,0.0,0.0,0.0
PF13525,1,1.0,0.0,0.0,1.0,0.0
PF14849,4,0.0,0.0,0.0,0.0,0.0
PF04893,29,0.0,0.03448275862068961,0.3448275862068966,0.48275862068965514,0.0
PF03226,5,0.4,0.0,1.0,0.6,0.0
PF11102,3,0.0,0.0,0.0,0.0,0.0
PF03734,5,0.0,0.0,0.19999999999999996,0.0,0.0
PF10368,2,0.0,0.0,0.0,0.0,0.0
PF09643,1,0.0,1.0,0.0,1.0,0.0
PF09588,2,1.0,1.0,1.0,1.0,1.0
PF14184,4,0.0,0.0,0.0,0.25,0.0
PF07321,2,0.0,0.0,0.5,0.0,0.0
PF13115,3,0.0,0.0,0.0,0.33333333333333337,0.0
PF14431,1,0.0,0.0,1.0,1.0,0.0
PF07435,1,0.0,0.0,0.0,0.0,0.0
PF09648,5,0.0,0.0,0.0,0.0,0.4
PF00102,2,0.0,0.0,0.0,0.0,0.0
PF05164,2,0.0,0.0,0.0,0.5,0.0
PF06414,3,0.0,0.6666666666666667,0.0,1.0,0.0
PF13695,1,1.0,1.0,1.0,1.0,0.0
PF07776,7,0.0,0.0,0.1428571428571429,0.4285714285714286,0.0
PF07967,3,0.0,0.0,0.0,0.6666666666666667,0.0
PF17979,2,0.0,0.0,0.0,1.0,0.0
PF12660,1,1.0,0.0,1.0,0.0,1.0
PF02535,7,0.0,0.0,0.0,0.1428571428571429,0.0
PF01297,4,0.0,0.0,0.0,0.75,0.0
PF00882,14,0.0,0.0,0.7142857142857143,0.1428571428571429,0.0714285714285714
PF05618,2,1.0,1.0,1.0,1.0,1.0
PF00100,59,0.0,0.0,0.0,0.016949152542372836,0.0
PF05707,2,0.0,1.0,1.0,0.5,0.5
PF06248,2,0.0,0.0,0.0,0.0,0.5
PF09817,5,1.0,0.6,0.0,0.19999999999999996,1.0
PF05884,1,1.0,1.0,0.0,0.0,0.0
